AQI.Value,AQI.Category,CO.AQI.Value,CO.AQI.Category,Ozone.AQI.Value,Ozone.AQI.Category,NO2.AQI.Value,NO2.AQI.Category,PM2.5.AQI.Value,PM2.5.AQI.Category
78,2,1,1,38,1,0,1,78,2
29,1,1,1,28,1,0,1,29,1
34,1,1,1,34,1,1,1,24,1
36,1,1,1,26,1,2,1,36,1
30,1,0,1,30,1,1,1,27,1
52,2,1,1,36,1,1,1,52,2
74,2,0,1,24,1,0,1,74,2
48,1,1,1,33,1,1,1,48,1
54,2,0,1,21,1,0,1,54,2
33,1,1,1,33,1,0,1,9,1
61,2,0,1,21,1,0,1,61,2
37,1,1,1,8,1,3,1,37,1
60,2,1,1,30,1,6,1,60,2
55,2,2,1,5,1,4,1,55,2
58,2,2,1,14,1,19,1,58,2
17,1,1,1,17,1,0,1,12,1
34,1,0,1,15,1,2,1,34,1
41,1,0,1,28,1,2,1,41,1
31,1,1,1,15,1,1,1,31,1
24,1,1,1,8,1,0,1,24,1
78,2,1,1,78,2,3,1,51,2
43,1,1,1,43,1,0,1,30,1
390,6,1,1,54,2,1,1,335,6
150,4,1,1,30,1,0,1,150,4
159,4,6,1,16,1,5,1,159,4
31,1,1,1,31,1,2,1,25,1
116,3,2,1,116,3,0,1,64,2
84,2,2,1,10,1,1,1,84,2
16,1,0,1,16,1,0,1,16,1
28,1,0,1,14,1,1,1,28,1
59,2,1,1,31,1,0,1,59,2
51,2,1,1,34,1,1,1,51,2
36,1,1,1,17,1,3,1,36,1
139,3,1,1,31,1,0,1,139,3
500,6,1,1,49,1,1,1,493,6
174,4,1,1,59,2,1,1,174,4
156,4,5,1,124,3,10,1,156,4
162,4,10,1,79,2,25,1,162,4
95,2,2,1,9,1,9,1,95,2
130,3,1,1,31,1,0,1,130,3
93,2,2,1,51,2,2,1,93,2
43,1,1,1,30,1,3,1,43,1
34,1,1,1,23,1,3,1,34,1
171,4,6,1,10,1,3,1,171,4
95,2,2,1,79,2,0,1,95,2
32,1,1,1,32,1,0,1,24,1
500,6,2,1,95,2,2,1,478,6
59,2,1,1,32,1,0,1,59,2
24,1,1,1,24,1,0,1,19,1
78,2,1,1,36,1,1,1,78,2
59,2,1,1,27,1,0,1,59,2
135,3,2,1,135,3,1,1,86,2
500,6,3,1,53,2,8,1,500,6
30,1,1,1,30,1,2,1,14,1
201,5,3,1,201,5,4,1,142,3
84,2,1,1,40,1,1,1,84,2
23,1,1,1,21,1,0,1,23,1
168,4,3,1,168,4,2,1,146,3
144,3,1,1,36,1,0,1,144,3
38,1,1,1,37,1,1,1,38,1
75,2,1,1,75,2,1,1,34,1
54,2,1,1,6,1,14,1,54,2
65,2,1,1,27,1,2,1,65,2
39,1,1,1,23,1,5,1,39,1
37,1,1,1,31,1,5,1,37,1
36,1,0,1,20,1,1,1,36,1
53,2,1,1,31,1,6,1,53,2
112,3,1,1,29,1,2,1,112,3
130,3,0,1,31,1,0,1,130,3
40,1,1,1,40,1,2,1,23,1
59,2,1,1,37,1,6,1,59,2
29,1,1,1,29,1,2,1,17,1
62,2,2,1,17,1,0,1,62,2
79,2,2,1,36,1,0,1,79,2
65,2,2,1,23,1,1,1,65,2
19,1,0,1,19,1,0,1,19,1
57,2,1,1,57,2,1,1,53,2
44,1,1,1,35,1,2,1,44,1
78,2,1,1,31,1,0,1,78,2
56,2,1,1,25,1,1,1,56,2
171,4,2,1,20,1,3,1,171,4
121,3,4,1,7,1,8,1,121,3
14,1,1,1,14,1,0,1,3,1
95,2,1,1,23,1,10,1,95,2
52,2,1,1,33,1,3,1,52,2
67,2,1,1,36,1,2,1,67,2
34,1,0,1,34,1,2,1,32,1
72,2,1,1,42,1,1,1,72,2
47,1,1,1,7,1,1,1,47,1
22,1,0,1,19,1,0,1,22,1
41,1,0,1,11,1,0,1,41,1
178,4,4,1,178,4,2,1,170,4
159,4,2,1,134,3,1,1,159,4
89,2,2,1,33,1,5,1,89,2
155,4,3,1,91,2,2,1,155,4
36,1,1,1,36,1,0,1,28,1
70,2,1,1,23,1,2,1,70,2
32,1,1,1,32,1,2,1,32,1
62,2,1,1,17,1,7,1,62,2
61,2,1,1,39,1,1,1,61,2
142,3,3,1,48,1,2,1,142,3
40,1,1,1,29,1,3,1,40,1
30,1,1,1,19,1,4,1,30,1
73,2,0,1,24,1,0,1,73,2
104,3,1,1,34,1,6,1,104,3
51,2,1,1,23,1,4,1,51,2
59,2,1,1,21,1,1,1,59,2
106,3,2,1,28,1,8,1,106,3
140,3,0,1,29,1,0,1,140,3
334,6,3,1,113,3,3,1,326,6
92,2,2,1,34,1,1,1,92,2
118,3,2,1,27,1,2,1,118,3
54,2,1,1,54,2,2,1,18,1
164,4,3,1,164,4,1,1,138,3
195,4,1,1,36,1,0,1,195,4
62,2,2,1,34,1,1,1,62,2
52,2,1,1,40,1,0,1,52,2
33,1,0,1,33,1,0,1,32,1
54,2,2,1,30,1,11,1,54,2
20,1,1,1,18,1,9,1,20,1
31,1,0,1,31,1,2,1,21,1
50,1,1,1,22,1,7,1,50,1
53,2,1,1,36,1,1,1,53,2
44,1,1,1,44,1,1,1,16,1
37,1,1,1,35,1,0,1,37,1
54,2,1,1,30,1,3,1,54,2
197,4,1,1,42,1,0,1,197,4
161,4,1,1,32,1,1,1,161,4
157,4,1,1,36,1,0,1,157,4
158,4,1,1,38,1,0,1,158,4
81,2,0,1,23,1,0,1,81,2
54,2,1,1,21,1,0,1,54,2
58,2,2,1,17,1,15,1,58,2
163,4,0,1,25,1,0,1,163,4
151,4,1,1,33,1,0,1,151,4
409,6,1,1,44,1,0,1,356,6
71,2,1,1,40,1,1,1,71,2
40,1,1,1,7,1,6,1,40,1
186,4,2,1,108,3,1,1,186,4
101,3,1,1,62,2,0,1,101,3
191,4,7,1,9,1,18,1,191,4
160,4,1,1,45,1,0,1,160,4
38,1,1,1,38,1,0,1,15,1
89,2,1,1,39,1,0,1,89,2
56,2,1,1,13,1,0,1,56,2
51,2,1,1,35,1,2,1,51,2
74,2,1,1,8,1,13,1,74,2
48,1,1,1,48,1,3,1,36,1
12,1,0,1,12,1,0,1,11,1
42,1,1,1,28,1,10,1,42,1
185,4,1,1,55,2,0,1,185,4
27,1,1,1,27,1,4,1,19,1
15,1,0,1,15,1,0,1,10,1
82,2,1,1,42,1,2,1,82,2
33,1,1,1,33,1,2,1,24,1
67,2,2,1,10,1,8,1,67,2
40,1,1,1,14,1,0,1,40,1
33,1,0,1,33,1,1,1,32,1
90,2,4,1,20,1,0,1,90,2
43,1,2,1,21,1,0,1,43,1
44,1,1,1,24,1,4,1,44,1
35,1,1,1,15,1,1,1,35,1
500,6,1,1,42,1,0,1,435,6
170,4,0,1,33,1,0,1,170,4
55,2,1,1,29,1,0,1,55,2
47,1,1,1,36,1,0,1,47,1
25,1,0,1,15,1,0,1,25,1
150,4,0,1,27,1,0,1,150,4
65,2,1,1,22,1,1,1,65,2
168,4,1,1,42,1,0,1,168,4
75,2,3,1,15,1,1,1,75,2
37,1,1,1,37,1,0,1,13,1
151,4,1,1,41,1,0,1,151,4
50,1,0,1,21,1,0,1,50,1
112,3,1,1,27,1,3,1,112,3
49,1,0,1,23,1,0,1,49,1
34,1,1,1,17,1,3,1,34,1
49,1,1,1,30,1,5,1,49,1
109,3,3,1,5,1,9,1,109,3
53,2,1,1,26,1,7,1,53,2
72,2,1,1,7,1,14,1,72,2
48,1,1,1,15,1,0,1,48,1
190,4,4,1,190,4,1,1,164,4
54,2,0,1,27,1,0,1,54,2
167,4,3,1,123,3,1,1,167,4
43,1,1,1,25,1,4,1,43,1
41,1,1,1,26,1,4,1,41,1
40,1,1,1,40,1,2,1,20,1
61,2,1,1,8,1,4,1,61,2
35,1,1,1,35,1,3,1,17,1
60,2,1,1,20,1,6,1,60,2
62,2,1,1,26,1,1,1,62,2
28,1,0,1,28,1,2,1,20,1
42,1,1,1,28,1,4,1,42,1
67,2,1,1,36,1,3,1,67,2
30,1,1,1,30,1,3,1,22,1
50,1,1,1,14,1,3,1,50,1
52,2,1,1,36,1,1,1,52,2
58,2,1,1,28,1,2,1,58,2
58,2,1,1,14,1,10,1,58,2
33,1,0,1,19,1,0,1,33,1
175,4,2,1,145,3,1,1,175,4
138,3,4,1,25,1,4,1,138,3
162,4,1,1,38,1,0,1,162,4
36,1,1,1,36,1,0,1,33,1
44,1,0,1,23,1,0,1,44,1
105,3,2,1,59,2,1,1,105,3
213,5,1,1,43,1,0,1,213,5
169,4,1,1,36,1,0,1,169,4
265,5,2,1,91,2,1,1,265,5
49,1,1,1,31,1,6,1,49,1
68,2,1,1,24,1,0,1,68,2
69,2,1,1,39,1,0,1,69,2
54,2,1,1,29,1,1,1,54,2
23,1,1,1,23,1,6,1,18,1
63,2,1,1,24,1,3,1,63,2
31,1,1,1,31,1,1,1,21,1
34,1,0,1,33,1,0,1,34,1
34,1,0,1,34,1,1,1,31,1
46,1,1,1,2,1,0,1,46,1
32,1,0,1,11,1,2,1,32,1
58,2,1,1,48,1,1,1,58,2
176,4,4,1,176,4,5,1,129,3
36,1,0,1,16,1,0,1,36,1
49,1,1,1,25,1,11,1,49,1
59,2,2,1,16,1,4,1,59,2
180,4,2,1,151,4,1,1,180,4
27,1,0,1,27,1,0,1,13,1
194,4,3,1,176,4,2,1,194,4
74,2,2,1,17,1,1,1,74,2
35,1,1,1,35,1,1,1,13,1
29,1,1,1,29,1,2,1,20,1
54,2,0,1,25,1,0,1,54,2
58,2,2,1,18,1,21,1,58,2
89,2,1,1,25,1,1,1,89,2
42,1,0,1,35,1,1,1,42,1
36,1,1,1,25,1,7,1,36,1
91,2,0,1,25,1,0,1,91,2
30,1,0,1,27,1,0,1,30,1
206,5,7,1,206,5,9,1,167,4
67,2,1,1,38,1,2,1,67,2
51,2,1,1,22,1,5,1,51,2
162,4,1,1,37,1,0,1,162,4
187,4,2,1,106,3,1,1,187,4
157,4,3,1,157,4,1,1,126,3
163,4,1,1,71,2,1,1,163,4
87,2,1,1,36,1,0,1,87,2
32,1,0,1,16,1,0,1,32,1
55,2,1,1,38,1,2,1,55,2
85,2,0,1,25,1,0,1,85,2
45,1,1,1,22,1,5,1,45,1
55,2,1,1,40,1,1,1,55,2
114,3,3,1,8,1,37,1,114,3
50,1,1,1,31,1,1,1,50,1
13,1,0,1,13,1,1,1,12,1
88,2,3,1,7,1,8,1,88,2
33,1,1,1,33,1,2,1,30,1
38,1,0,1,38,1,1,1,19,1
33,1,1,1,33,1,2,1,23,1
47,1,1,1,21,1,2,1,47,1
500,6,1,1,45,1,0,1,364,6
33,1,1,1,33,1,2,1,29,1
40,1,1,1,22,1,4,1,40,1
195,4,3,1,5,1,15,1,195,4
99,2,4,1,99,2,5,1,97,2
183,4,4,1,183,4,2,1,115,3
66,2,1,1,22,1,0,1,66,2
15,1,0,1,15,1,0,1,15,1
52,2,1,1,28,1,1,1,52,2
70,2,1,1,23,1,2,1,70,2
38,1,1,1,27,1,4,1,38,1
32,1,1,1,14,1,0,1,32,1
72,2,3,1,0,1,10,1,72,2
500,6,1,1,45,1,0,1,386,6
29,1,0,1,28,1,1,1,29,1
67,2,1,1,36,1,0,1,67,2
57,2,1,1,25,1,1,1,57,2
31,1,1,1,11,1,0,1,31,1
60,2,1,1,37,1,0,1,60,2
54,2,1,1,22,1,0,1,54,2
49,1,1,1,49,1,0,1,36,1
148,3,1,1,32,1,0,1,148,3
32,1,1,1,32,1,1,1,15,1
17,1,0,1,16,1,0,1,17,1
33,1,1,1,33,1,0,1,10,1
44,1,1,1,44,1,4,1,31,1
61,2,1,1,24,1,10,1,61,2
25,1,1,1,25,1,0,1,19,1
39,1,1,1,27,1,5,1,39,1
52,2,0,1,34,1,1,1,52,2
57,2,0,1,24,1,0,1,57,2
191,4,2,1,163,4,1,1,191,4
28,1,1,1,28,1,2,1,25,1
85,2,2,1,40,1,1,1,85,2
31,1,1,1,31,1,0,1,31,1
58,2,1,1,28,1,0,1,58,2
38,1,1,1,23,1,3,1,38,1
33,1,0,1,33,1,0,1,21,1
38,1,1,1,23,1,3,1,38,1
52,2,1,1,6,1,5,1,52,2
48,1,1,1,48,1,2,1,34,1
79,2,2,1,27,1,0,1,79,2
40,1,0,1,29,1,1,1,40,1
36,1,1,1,36,1,0,1,24,1
39,1,1,1,39,1,4,1,38,1
151,4,1,1,61,2,0,1,151,4
70,2,1,1,38,1,0,1,70,2
102,3,0,1,43,1,0,1,102,3
34,1,1,1,25,1,0,1,34,1
110,3,2,1,71,2,3,1,110,3
111,3,2,1,42,1,8,1,111,3
77,2,2,1,10,1,27,1,77,2
66,2,1,1,25,1,0,1,66,2
52,2,1,1,6,1,1,1,52,2
55,2,1,1,12,1,0,1,55,2
44,1,1,1,33,1,3,1,44,1
66,2,1,1,32,1,1,1,66,2
55,2,0,1,26,1,0,1,55,2
110,3,2,1,110,3,1,1,59,2
467,6,1,1,102,3,1,1,400,6
37,1,1,1,37,1,1,1,30,1
157,4,2,1,84,2,2,1,157,4
39,1,0,1,31,1,1,1,39,1
179,4,3,1,102,3,4,1,179,4
51,2,1,1,27,1,2,1,51,2
52,2,1,1,27,1,2,1,52,2
36,1,0,1,27,1,3,1,36,1
50,1,0,1,29,1,1,1,50,1
51,2,1,1,28,1,9,1,51,2
79,2,3,1,5,1,9,1,79,2
48,1,1,1,18,1,5,1,48,1
57,2,1,1,30,1,6,1,57,2
99,2,3,1,11,1,11,1,99,2
32,1,0,1,32,1,0,1,21,1
24,1,1,1,24,1,2,1,17,1
32,1,1,1,32,1,2,1,26,1
51,2,1,1,7,1,4,1,51,2
72,2,1,1,26,1,0,1,72,2
29,1,1,1,29,1,2,1,23,1
172,4,2,1,172,4,4,1,150,4
81,2,1,1,34,1,0,1,81,2
32,1,0,1,32,1,1,1,22,1
74,2,0,1,40,1,0,1,74,2
130,3,1,1,30,1,0,1,130,3
55,2,2,1,1,1,3,1,55,2
38,1,1,1,28,1,4,1,38,1
31,1,1,1,31,1,2,1,25,1
56,2,2,1,1,1,5,1,56,2
40,1,1,1,40,1,1,1,30,1
45,1,1,1,32,1,8,1,45,1
301,6,1,1,82,2,1,1,301,6
59,2,2,1,41,1,5,1,59,2
78,2,0,1,37,1,0,1,78,2
28,1,1,1,27,1,2,1,28,1
44,1,1,1,44,1,0,1,33,1
13,1,1,1,2,1,0,1,13,1
51,2,1,1,12,1,4,1,51,2
30,1,0,1,30,1,2,1,26,1
49,1,1,1,49,1,0,1,47,1
46,1,1,1,19,1,4,1,46,1
217,5,3,1,103,3,1,1,217,5
38,1,1,1,38,1,1,1,36,1
32,1,0,1,13,1,0,1,32,1
64,2,2,1,5,1,15,1,64,2
58,2,1,1,24,1,4,1,58,2
157,4,4,1,17,1,2,1,157,4
84,2,1,1,9,1,15,1,84,2
78,2,2,1,9,1,28,1,78,2
31,1,1,1,31,1,0,1,28,1
40,1,1,1,28,1,4,1,40,1
38,1,0,1,38,1,1,1,19,1
51,2,1,1,21,1,5,1,51,2
43,1,1,1,17,1,4,1,43,1
37,1,0,1,28,1,1,1,37,1
72,2,1,1,34,1,3,1,72,2
66,2,2,1,12,1,15,1,66,2
75,2,2,1,5,1,14,1,75,2
39,1,0,1,39,1,0,1,19,1
44,1,1,1,8,1,3,1,44,1
57,2,1,1,6,1,2,1,57,2
59,2,2,1,1,1,6,1,59,2
32,1,1,1,25,1,1,1,32,1
85,2,1,1,27,1,6,1,85,2
150,4,1,1,24,1,2,1,150,4
99,2,3,1,41,1,6,1,99,2
34,1,1,1,34,1,2,1,27,1
37,1,1,1,37,1,1,1,24,1
144,3,3,1,4,1,12,1,144,3
64,2,1,1,29,1,4,1,64,2
58,2,1,1,27,1,1,1,58,2
31,1,1,1,25,1,3,1,31,1
129,3,3,1,129,3,3,1,78,2
72,2,2,1,17,1,7,1,72,2
62,2,1,1,56,2,4,1,62,2
70,2,2,1,28,1,2,1,70,2
159,4,3,1,159,4,2,1,94,2
95,2,3,1,8,1,11,1,95,2
34,1,1,1,33,1,2,1,34,1
68,2,2,1,29,1,2,1,68,2
124,3,4,1,44,1,7,1,124,3
36,1,1,1,23,1,1,1,36,1
70,2,1,1,63,2,1,1,70,2
32,1,1,1,32,1,2,1,24,1
33,1,1,1,33,1,1,1,33,1
39,1,1,1,29,1,4,1,39,1
61,2,1,1,40,1,0,1,61,2
54,2,1,1,47,1,0,1,54,2
174,4,1,1,46,1,0,1,174,4
40,1,1,1,40,1,2,1,33,1
89,2,2,1,36,1,1,1,89,2
83,2,1,1,11,1,12,1,83,2
38,1,0,1,38,1,0,1,20,1
37,1,1,1,37,1,1,1,24,1
34,1,1,1,28,1,4,1,34,1
417,6,1,1,49,1,1,1,323,6
38,1,1,1,32,1,1,1,38,1
53,2,1,1,45,1,1,1,53,2
48,1,1,1,48,1,1,1,33,1
64,2,1,1,44,1,0,1,64,2
31,1,1,1,31,1,1,1,26,1
32,1,0,1,32,1,1,1,26,1
174,4,9,1,38,1,23,1,174,4
35,1,1,1,33,1,2,1,35,1
93,2,2,1,6,1,17,1,93,2
25,1,1,1,7,1,1,1,25,1
29,1,0,1,29,1,1,1,17,1
56,2,1,1,20,1,7,1,56,2
38,1,1,1,38,1,0,1,14,1
31,1,1,1,18,1,0,1,31,1
500,6,1,1,55,2,1,1,500,6
69,2,1,1,15,1,0,1,69,2
36,1,1,1,5,1,3,1,36,1
45,1,1,1,45,1,1,1,25,1
47,1,1,1,30,1,8,1,47,1
61,2,1,1,27,1,2,1,61,2
46,1,1,1,26,1,4,1,46,1
43,1,1,1,31,1,0,1,43,1
26,1,0,1,16,1,0,1,26,1
59,2,1,1,13,1,6,1,59,2
44,1,1,1,21,1,8,1,44,1
72,2,2,1,16,1,10,1,72,2
32,1,1,1,17,1,0,1,32,1
46,1,1,1,23,1,4,1,46,1
35,1,1,1,35,1,1,1,29,1
46,1,1,1,32,1,0,1,46,1
64,2,2,1,9,1,7,1,64,2
125,3,4,1,4,1,36,1,125,3
24,1,0,1,13,1,0,1,24,1
50,1,1,1,22,1,5,1,50,1
50,1,1,1,19,1,5,1,50,1
452,6,1,1,72,2,1,1,333,6
48,1,2,1,21,1,0,1,48,1
62,2,1,1,47,1,0,1,62,2
30,1,0,1,16,1,0,1,30,1
67,2,4,1,20,1,1,1,67,2
42,1,1,1,14,1,2,1,42,1
54,2,1,1,19,1,6,1,54,2
52,2,1,1,28,1,1,1,52,2
209,5,1,1,44,1,0,1,209,5
500,6,0,1,35,1,0,1,426,6
152,4,1,1,41,1,0,1,152,4
153,4,0,1,38,1,0,1,153,4
51,2,1,1,51,2,1,1,44,1
108,3,2,1,47,1,1,1,108,3
64,2,1,1,23,1,2,1,64,2
142,3,1,1,38,1,0,1,142,3
356,6,2,1,100,3,1,1,354,6
78,2,2,1,43,1,6,1,78,2
39,1,1,1,39,1,0,1,18,1
73,2,2,1,40,1,10,1,73,2
34,1,1,1,34,1,2,1,28,1
53,2,1,1,53,2,1,1,23,1
34,1,1,1,25,1,5,1,34,1
57,2,1,1,45,1,4,1,57,2
39,1,1,1,20,1,4,1,39,1
47,1,0,1,27,1,3,1,47,1
60,2,1,1,29,1,1,1,60,2
64,2,3,1,14,1,1,1,64,2
33,1,0,1,15,1,0,1,33,1
32,1,1,1,32,1,0,1,9,1
39,1,1,1,37,1,0,1,39,1
32,1,0,1,32,1,1,1,18,1
51,2,0,1,31,1,0,1,51,2
112,3,1,1,47,1,0,1,112,3
55,2,1,1,55,2,0,1,42,1
37,1,0,1,26,1,0,1,37,1
43,1,1,1,33,1,0,1,43,1
291,5,1,1,41,1,0,1,291,5
52,2,1,1,48,1,3,1,52,2
61,2,2,1,37,1,4,1,61,2
192,4,1,1,33,1,0,1,192,4
151,4,3,1,151,4,2,1,97,2
58,2,1,1,47,1,3,1,58,2
48,1,1,1,9,1,4,1,48,1
42,1,1,1,39,1,4,1,42,1
29,1,1,1,6,1,1,1,29,1
41,1,0,1,26,1,1,1,41,1
28,1,1,1,28,1,0,1,12,1
43,1,1,1,14,1,1,1,43,1
32,1,1,1,32,1,1,1,29,1
52,2,1,1,35,1,4,1,52,2
71,2,1,1,16,1,0,1,71,2
17,1,0,1,17,1,0,1,3,1
37,1,1,1,22,1,1,1,37,1
101,3,2,1,90,2,1,1,101,3
55,2,1,1,27,1,4,1,55,2
54,2,1,1,36,1,3,1,54,2
88,2,3,1,0,1,7,1,88,2
24,1,0,1,16,1,1,1,24,1
76,2,1,1,39,1,1,1,76,2
151,4,4,1,146,3,1,1,151,4
61,2,0,1,26,1,0,1,61,2
65,2,1,1,28,1,4,1,65,2
35,1,1,1,35,1,0,1,16,1
37,1,1,1,37,1,0,1,16,1
43,1,2,1,23,1,5,1,43,1
48,1,1,1,12,1,13,1,48,1
71,2,1,1,24,1,4,1,71,2
63,2,1,1,23,1,7,1,63,2
27,1,0,1,27,1,0,1,10,1
64,2,1,1,39,1,1,1,64,2
28,1,1,1,24,1,3,1,28,1
37,1,1,1,30,1,3,1,37,1
53,2,2,1,23,1,6,1,53,2
59,2,1,1,17,1,0,1,59,2
53,2,1,1,27,1,0,1,53,2
74,2,2,1,47,1,0,1,74,2
50,1,1,1,27,1,5,1,50,1
97,2,2,1,70,2,1,1,97,2
171,4,1,1,44,1,0,1,171,4
62,2,1,1,23,1,1,1,62,2
148,3,3,1,148,3,0,1,140,3
67,2,2,1,17,1,0,1,67,2
51,2,1,1,19,1,15,1,51,2
15,1,0,1,14,1,0,1,15,1
20,1,0,1,7,1,1,1,20,1
69,2,0,1,22,1,0,1,69,2
74,2,3,1,20,1,26,1,74,2
34,1,1,1,34,1,0,1,28,1
103,3,1,1,19,1,4,1,103,3
32,1,0,1,18,1,1,1,32,1
62,2,2,1,49,1,7,1,62,2
200,4,5,1,200,4,7,1,163,4
94,2,1,1,45,1,1,1,94,2
58,2,2,1,31,1,4,1,58,2
151,4,1,1,31,1,5,1,151,4
156,4,8,1,2,1,21,1,156,4
14,1,0,1,14,1,0,1,13,1
49,1,1,1,28,1,6,1,49,1
51,2,1,1,22,1,6,1,51,2
49,1,1,1,31,1,0,1,49,1
159,4,3,1,159,4,1,1,79,2
30,1,1,1,30,1,3,1,20,1
40,1,1,1,35,1,1,1,40,1
72,2,2,1,15,1,16,1,72,2
51,2,1,1,35,1,0,1,51,2
85,2,2,1,85,2,1,1,61,2
37,1,1,1,26,1,0,1,37,1
87,2,4,1,14,1,33,1,87,2
109,3,3,1,16,1,31,1,109,3
56,2,1,1,35,1,4,1,56,2
53,2,2,1,26,1,6,1,53,2
69,2,1,1,38,1,2,1,69,2
57,2,1,1,19,1,3,1,57,2
62,2,1,1,33,1,1,1,62,2
78,2,3,1,25,1,1,1,78,2
90,2,2,1,7,1,8,1,90,2
52,2,1,1,29,1,6,1,52,2
30,1,0,1,30,1,0,1,26,1
56,2,1,1,30,1,1,1,56,2
32,1,0,1,32,1,1,1,17,1
53,2,1,1,23,1,3,1,53,2
57,2,1,1,43,1,2,1,57,2
45,1,1,1,35,1,2,1,45,1
67,2,2,1,35,1,13,1,67,2
34,1,1,1,34,1,2,1,30,1
54,2,1,1,25,1,6,1,54,2
65,2,1,1,21,1,1,1,65,2
70,2,2,1,28,1,16,1,70,2
51,2,2,1,39,1,7,1,51,2
105,3,3,1,12,1,26,1,105,3
59,2,1,1,36,1,4,1,59,2
83,2,1,1,38,1,3,1,83,2
33,1,0,1,33,1,1,1,9,1
40,1,1,1,40,1,2,1,30,1
84,2,2,1,19,1,3,1,84,2
39,1,1,1,18,1,0,1,39,1
20,1,0,1,16,1,1,1,20,1
75,2,2,1,29,1,8,1,75,2
32,1,1,1,30,1,7,1,32,1
39,1,2,1,10,1,0,1,39,1
154,4,3,1,107,3,2,1,154,4
78,2,6,1,17,1,3,1,78,2
32,1,0,1,32,1,2,1,16,1
125,3,2,1,52,2,1,1,125,3
30,1,0,1,12,1,1,1,30,1
52,2,1,1,12,1,2,1,52,2
149,3,2,1,144,3,5,1,149,3
43,1,1,1,12,1,5,1,43,1
176,4,8,1,0,1,23,1,176,4
117,3,1,1,44,1,0,1,117,3
160,4,2,1,46,1,4,1,160,4
165,4,4,1,78,2,6,1,165,4
154,4,4,1,14,1,12,1,154,4
42,1,1,1,42,1,0,1,26,1
107,3,2,1,29,1,1,1,107,3
35,1,1,1,35,1,0,1,15,1
35,1,1,1,23,1,0,1,35,1
58,2,1,1,58,2,0,1,54,2
51,2,1,1,15,1,0,1,51,2
19,1,0,1,14,1,0,1,19,1
88,2,2,1,13,1,16,1,88,2
35,1,1,1,35,1,0,1,25,1
109,3,3,1,47,1,2,1,109,3
43,1,1,1,21,1,0,1,43,1
28,1,1,1,28,1,0,1,11,1
81,2,1,1,49,1,0,1,81,2
174,4,2,1,44,1,4,1,174,4
53,2,1,1,38,1,2,1,53,2
41,1,1,1,41,1,0,1,32,1
117,3,2,1,40,1,5,1,117,3
48,1,1,1,48,1,0,1,19,1
61,2,1,1,41,1,0,1,61,2
43,1,1,1,39,1,0,1,43,1
128,3,1,1,35,1,2,1,128,3
168,4,3,1,125,3,2,1,168,4
70,2,1,1,70,2,0,1,44,1
40,1,1,1,40,1,2,1,30,1
45,1,1,1,25,1,0,1,45,1
30,1,1,1,30,1,0,1,28,1
124,3,5,1,124,3,7,1,111,3
66,2,1,1,28,1,1,1,66,2
55,2,0,1,21,1,1,1,55,2
35,1,0,1,35,1,0,1,8,1
78,2,1,1,33,1,1,1,78,2
48,1,1,1,48,1,0,1,29,1
75,2,1,1,54,2,0,1,75,2
55,2,1,1,27,1,0,1,55,2
57,2,1,1,44,1,0,1,57,2
84,2,1,1,62,2,0,1,84,2
32,1,1,1,29,1,1,1,32,1
63,2,1,1,39,1,0,1,63,2
75,2,1,1,10,1,0,1,75,2
264,5,15,1,8,1,52,2,264,5
70,2,1,1,44,1,1,1,70,2
56,2,1,1,41,1,1,1,56,2
169,4,5,1,69,2,8,1,169,4
73,2,1,1,45,1,1,1,73,2
51,2,1,1,24,1,0,1,51,2
50,1,1,1,32,1,1,1,50,1
60,2,1,1,29,1,0,1,60,2
35,1,1,1,17,1,0,1,35,1
35,1,1,1,35,1,0,1,31,1
116,3,3,1,19,1,25,1,116,3
45,1,1,1,45,1,0,1,28,1
44,1,1,1,44,1,0,1,43,1
150,4,4,1,18,1,44,1,150,4
34,1,1,1,30,1,1,1,34,1
67,2,1,1,21,1,1,1,67,2
76,2,1,1,59,2,0,1,76,2
154,4,3,1,2,1,28,1,154,4
97,2,2,1,25,1,6,1,97,2
218,5,1,1,38,1,5,1,218,5
61,2,1,1,29,1,1,1,61,2
27,1,1,1,13,1,2,1,27,1
189,4,10,1,7,1,25,1,189,4
148,3,3,1,18,1,23,1,148,3
61,2,1,1,21,1,3,1,61,2
35,1,1,1,35,1,0,1,17,1
53,2,1,1,46,1,0,1,53,2
141,3,4,1,43,1,6,1,141,3
80,2,1,1,44,1,0,1,80,2
71,2,2,1,16,1,3,1,71,2
92,2,2,1,2,1,9,1,92,2
36,1,1,1,26,1,9,1,36,1
178,4,3,1,169,4,3,1,178,4
28,1,1,1,28,1,3,1,17,1
26,1,1,1,26,1,2,1,15,1
112,3,2,1,27,1,2,1,112,3
36,1,1,1,36,1,0,1,15,1
75,2,1,1,43,1,3,1,75,2
68,2,1,1,40,1,1,1,68,2
48,1,1,1,48,1,3,1,29,1
35,1,1,1,35,1,1,1,35,1
43,1,1,1,28,1,4,1,43,1
33,1,1,1,33,1,2,1,15,1
46,1,1,1,32,1,4,1,46,1
69,2,1,1,36,1,2,1,69,2
36,1,1,1,27,1,3,1,36,1
36,1,0,1,36,1,0,1,16,1
58,2,1,1,21,1,1,1,58,2
46,1,1,1,21,1,0,1,46,1
58,2,2,1,39,1,7,1,58,2
47,1,1,1,25,1,5,1,47,1
